parameter,location,species,year,datavalue
Year5,Babine (enhanced),Lake sockeye,2010,108
Year5,Babine/Onerka,Lake sockeye,1989,320
Year5,Babine/Onerka,Lake sockeye,1990,302
Year5,Babine/Onerka,Lake sockeye,1991,827
Year5,Babine/Onerka,Lake sockeye,1992,256
Year5,Babine/Onerka,Lake sockeye,1993,630
Year5,Babine/Onerka,Lake sockeye,1994,383
Year5,Babine/Onerka,Lake sockeye,1995,509
Year5,Babine/Onerka,Lake sockeye,1996,299
Year5,Babine/Onerka,Lake sockeye,1997,394
Year5,Babine/Onerka,Lake sockeye,1998,975
Year5,Babine/Onerka,Lake sockeye,2008,0
Year5,Bear,Lake sockeye,1996,30
Year5,Damshilgwit,Lake sockeye,2004,17
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2002,63
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2003,96
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2004,654
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2005,236
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2006,306
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2007,416
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2008,180
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2009,419
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2010,316
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2011,985
Year5,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2012,403
Year5,Lakelse,Lake sockeye,2010,87
Year5,Morice/Atna,Lake sockeye,1996,56
Year5,Nilkitkwa,Lake sockeye,1989,214
Year5,Nilkitkwa,Lake sockeye,1990,187
Year5,Nilkitkwa,Lake sockeye,1991,329
Year5,Nilkitkwa,Lake sockeye,1992,106
Year5,Nilkitkwa,Lake sockeye,1993,130
Year5,Nilkitkwa,Lake sockeye,1994,77
Year5,Nilkitkwa,Lake sockeye,1995,129
Year5,Nilkitkwa,Lake sockeye,1996,166
Year5,Nilkitkwa,Lake sockeye,1997,401
Year5,Nilkitkwa,Lake sockeye,1998,416
Year5,Nilkitkwa,Lake sockeye,1999,30
Year5,Nilkitkwa,Lake sockeye,2000,71
Year5,Nilkitkwa,Lake sockeye,2001,395
Year5,Nilkitkwa,Lake sockeye,2002,57
Year5,Nilkitkwa,Lake sockeye,2003,343
Year5,Nilkitkwa,Lake sockeye,2004,45
Year5,Nilkitkwa,Lake sockeye,2005,320
Year5,Nilkitkwa,Lake sockeye,2006,74
Year5,Nilkitkwa,Lake sockeye,2008,62
Year5,Nilkitkwa,Lake sockeye,2009,334
Year5,Nilkitkwa,Lake sockeye,2010,108
Year5,Slamgeesh,Lake sockeye,2001,6
Year5,Slamgeesh,Lake sockeye,2002,20
Year5,Slamgeesh,Lake sockeye,2003,6
Year5,Slamgeesh,Lake sockeye,2004,10
Year5,Slamgeesh,Lake sockeye,2005,13
Year5,Slamgeesh,Lake sockeye,2006,16
Year5,Slamgeesh,Lake sockeye,2007,56
Year5,Sustut,Lake sockeye,1997,40
Year5,Sustut,Lake sockeye,1999,14
Year5,Swan/Club,Lake sockeye,1996,90
Year5,Tahlo/Morrison,Lake sockeye,1989,214
Year5,Tahlo/Morrison,Lake sockeye,1990,187
Year5,Tahlo/Morrison,Lake sockeye,1991,329
Year5,Tahlo/Morrison,Lake sockeye,1992,106
Year5,Tahlo/Morrison,Lake sockeye,1993,130
Year5,Tahlo/Morrison,Lake sockeye,1994,77
Year5,Tahlo/Morrison,Lake sockeye,1995,129
Year5,Tahlo/Morrison,Lake sockeye,1996,166
Year5,Tahlo/Morrison,Lake sockeye,1997,401
Year5,Tahlo/Morrison,Lake sockeye,1998,416
Year5,Tahlo/Morrison,Lake sockeye,1999,30
Year5,Tahlo/Morrison,Lake sockeye,2000,71
Year5,Tahlo/Morrison,Lake sockeye,2001,395
Year5,Tahlo/Morrison,Lake sockeye,2002,57
Year5,Tahlo/Morrison,Lake sockeye,2003,343
Year5,Tahlo/Morrison,Lake sockeye,2004,45
Year5,Tahlo/Morrison,Lake sockeye,2005,320
Year5,Tahlo/Morrison,Lake sockeye,2006,74
Year5,Tahlo/Morrison,Lake sockeye,2008,62
Year5,Tahlo/Morrison,Lake sockeye,2009,334
Year5,Tahlo/Morrison,Lake sockeye,2010,108
Year6,Kalum-Early,Chinook,1992,74
Year6,Kalum-Early,Chinook,1993,41
Year6,Kalum-Early,Chinook,1994,22
Year6,Kalum-Early,Chinook,1995,10
Year6,Kalum-Early,Chinook,1996,3
Year6,Kalum-Early,Chinook,1997,9
Year6,Kalum-Late,Chinook,1989,322
Year6,Kalum-Late,Chinook,1990,315
Year6,Kalum-Late,Chinook,1991,139
Year6,Kalum-Late,Chinook,1992,292
Year6,Kalum-Late,Chinook,1993,368
Year6,Kalum-Late,Chinook,1994,179
Year6,Kalum-Late,Chinook,1995,125
Year6,Kalum-Late,Chinook,1996,7
Year6,Kalum-Late,Chinook,1997,64
Year6,Kalum-Late,Chinook,1998,246
Year6,Kalum-Late,Chinook,1999,241
Year6,Kalum-Late,Chinook,2000,159
Year6,Kalum-Late,Chinook,2001,193
Year6,Kalum-Late,Chinook,2002,286
Year6,Kalum-Late,Chinook,2003,102
Year6,Kalum-Late,Chinook,2004,280
Year6,Kalum-Late,Chinook,2005,170
Year6,Kalum-Late,Chinook,2006,177
Year6,Kalum-Late,Chinook,2007,99
Year6,Kalum-Late,Chinook,2008,247
Year6,Kalum-Late,Chinook,2009,66
Year6,Kalum-Late,Chinook,2010,110
Year6,Lower Skeena,Chinook,2008,21
Year6,Middle Skeena-Large Lakes,Chinook,1990,54
Year6,Middle Skeena-Large Lakes,Chinook,1991,12
Year6,Middle Skeena-Large Lakes,Chinook,1992,9
Year6,Middle Skeena-Large Lakes,Chinook,1993,40
Year6,Middle Skeena-Large Lakes,Chinook,1994,16
Year6,Middle Skeena-Large Lakes,Chinook,1995,11
Year6,Middle Skeena-Large Lakes,Chinook,1996,54
Year6,Middle Skeena-Large Lakes,Chinook,1997,27
Year6,Middle Skeena-Large Lakes,Chinook,1998,55
Year6,Middle Skeena-Large Lakes,Chinook,1999,29
Year6,Middle Skeena-Large Lakes,Chinook,2000,5
Year6,Middle Skeena-Large Lakes,Chinook,2001,1
Year6,Middle Skeena-Large Lakes,Chinook,2003,9
Year6,Middle Skeena-Large Lakes,Chinook,2004,0
Year6,Middle Skeena-Large Lakes,Chinook,2005,2
Year6,Middle Skeena-Large Lakes,Chinook,2006,7
Year6,Middle Skeena-Large Lakes,Chinook,2008,15
Year6,Middle Skeena-Large Lakes,Chinook,2010,4
Year6,Middle Skeena-Mainstem Tributaries,Chinook,1989,8
Year6,Middle Skeena-Mainstem Tributaries,Chinook,1990,11
Year6,Middle Skeena-Mainstem Tributaries,Chinook,1991,6
Year6,Middle Skeena-Mainstem Tributaries,Chinook,1996,3
Year6,Middle Skeena-Mainstem Tributaries,Chinook,2005,0
Year6,Middle Skeena-Mainstem Tributaries,Chinook,2006,0
Year6,Middle Skeena-Mainstem Tributaries,Chinook,2009,10
Year6,Middle Skeena-Mainstem Tributaries,Chinook,2010,13
Year6,Upper Bulkley River,Chinook,1989,2
Year6,Upper Bulkley River,Chinook,1990,4
Year6,Upper Bulkley River,Chinook,1991,1
Year6,Upper Bulkley River,Chinook,1992,3
Year6,Upper Bulkley River,Chinook,1993,16
Year6,Upper Bulkley River,Chinook,1994,15
Year6,Upper Bulkley River,Chinook,1995,13
Year6,Upper Bulkley River,Chinook,1996,0
Year6,Upper Bulkley River,Chinook,1998,1
Year6,Upper Bulkley River,Chinook,1999,9
Year6,Upper Bulkley River,Chinook,2000,0
Year6,Upper Bulkley River,Chinook,2002,1
Year6,Upper Bulkley River,Chinook,2006,1
Year6,Upper Skeena,Chinook,1997,0
Year6,Upper Skeena,Chinook,1998,10
Year6,Upper Skeena,Chinook,1999,17
Year6,Upper Skeena,Chinook,2003,6
Year6,Upper Skeena,Chinook,2007,12
Year6,Upper Skeena,Chinook,2008,4
Year6,Upper Skeena,Chinook,2009,14
Year6,Upper Skeena,Chinook,2010,18
Year6,Lower Skeena,Chum,2000,0
Year6,Lower Skeena,Chum,2009,0
Year6,Middle Skeena,Chum,2004,0
Year6,Middle Skeena,Chum,2005,1
Year6,Middle Skeena,Chum,2006,0
Year6,Middle Skeena,Chum,2007,0
Year6,Middle Skeena,Chum,2009,0
Year6,Middle Skeena,Chum,2010,0
Year6,Lower Skeena,Coho,1996,0
Year6,Middle Skeena,Coho,1989,0
Year6,Middle Skeena,Coho,1990,0
Year6,Middle Skeena,Coho,1991,0
Year6,Middle Skeena,Coho,1992,0
Year6,Middle Skeena,Coho,1993,0
Year6,Middle Skeena,Coho,1994,0
Year6,Middle Skeena,Coho,1995,0
Year6,Middle Skeena,Coho,1996,0
Year6,Middle Skeena,Coho,1997,0
Year6,Middle Skeena,Coho,1998,0
Year6,Middle Skeena,Coho,1999,0
Year6,Middle Skeena,Coho,2000,0
Year6,Middle Skeena,Coho,2001,0
Year6,Middle Skeena,Coho,2002,0
Year6,Middle Skeena,Coho,2003,0
Year6,Middle Skeena,Coho,2004,0
Year6,Middle Skeena,Coho,2005,0
Year6,Middle Skeena,Coho,2006,0
Year6,Middle Skeena,Coho,2007,0
Year6,Middle Skeena,Coho,2008,0
Year6,Middle Skeena,Coho,2009,0
Year6,Middle Skeena,Coho,2010,0
Year6,Upper Skeena,Coho,1997,0
Year6,Upper Skeena,Coho,1998,0
Year6,Upper Skeena,Coho,1999,0
Year6,Upper Skeena,Coho,2002,0
Year6,Upper Skeena,Coho,2003,0
Year6,Upper Skeena,Coho,2004,0
Year6,Upper Skeena,Coho,2005,0
Year6,Upper Skeena,Coho,2006,0
Year6,Upper Skeena,Coho,2007,0
Year6,Alastair,Lake sockeye,1989,34
Year6,Alastair,Lake sockeye,1998,23
Year6,Babine-SL,Lake sockeye,1989,2
Year6,Babine-SL,Lake sockeye,1990,2
Year6,Babine-SL,Lake sockeye,1991,1
Year6,Babine-SL,Lake sockeye,1992,0
Year6,Babine-SL,Lake sockeye,1993,0
Year6,Babine-SL,Lake sockeye,1994,0
Year6,Babine-SL,Lake sockeye,1995,1
Year6,Babine-SL,Lake sockeye,1996,0
Year6,Babine-SL,Lake sockeye,1997,0
Year6,Babine-SL,Lake sockeye,1998,2
Year6,Babine-SL,Lake sockeye,1999,1
Year6,Babine-SL,Lake sockeye,2000,0
Year6,Babine-SL,Lake sockeye,2001,2
Year6,Babine-SL,Lake sockeye,2002,1
Year6,Babine-SL,Lake sockeye,2003,5
Year6,Babine-SL,Lake sockeye,2004,1
Year6,Babine-SL,Lake sockeye,2005,6
Year6,Babine-SL,Lake sockeye,2006,0
Year6,Babine-SL,Lake sockeye,2008,1
Year6,Babine-SL,Lake sockeye,2009,4
Year6,Babine-SL,Lake sockeye,2010,0
Year6,Babine (enhanced),Lake sockeye,1989,2
Year6,Babine (enhanced),Lake sockeye,1990,2
Year6,Babine (enhanced),Lake sockeye,1991,1
Year6,Babine (enhanced),Lake sockeye,1992,0
Year6,Babine (enhanced),Lake sockeye,1993,0
Year6,Babine (enhanced),Lake sockeye,1994,0
Year6,Babine (enhanced),Lake sockeye,1995,1
Year6,Babine (enhanced),Lake sockeye,1996,0
Year6,Babine (enhanced),Lake sockeye,1997,0
Year6,Babine (enhanced),Lake sockeye,1998,2
Year6,Babine (enhanced),Lake sockeye,1999,1
Year6,Babine (enhanced),Lake sockeye,2000,0
Year6,Babine (enhanced),Lake sockeye,2001,2
Year6,Babine (enhanced),Lake sockeye,2002,1
Year6,Babine (enhanced),Lake sockeye,2003,5
Year6,Babine (enhanced),Lake sockeye,2004,1
Year6,Babine (enhanced),Lake sockeye,2005,6
Year6,Babine (enhanced),Lake sockeye,2006,0
Year6,Babine (enhanced),Lake sockeye,2008,1
Year6,Babine (enhanced),Lake sockeye,2009,4
Year6,Babine (enhanced),Lake sockeye,2010,0
Year6,Babine/Onerka,Lake sockeye,1989,1
Year6,Babine/Onerka,Lake sockeye,1990,2
Year6,Babine/Onerka,Lake sockeye,1991,1
Year6,Babine/Onerka,Lake sockeye,1992,0
Year6,Babine/Onerka,Lake sockeye,1993,0
Year6,Babine/Onerka,Lake sockeye,1994,1
Year6,Babine/Onerka,Lake sockeye,1995,0
Year6,Babine/Onerka,Lake sockeye,1996,4
Year6,Babine/Onerka,Lake sockeye,1997,5
Year6,Babine/Onerka,Lake sockeye,1998,7
Year6,Babine/Onerka,Lake sockeye,2008,0
Year6,Bear,Lake sockeye,1996,0
Year6,Damshilgwit,Lake sockeye,2004,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2002,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2003,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2004,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2005,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2006,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2007,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2008,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2009,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2010,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2011,0
Year6,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2012,0
Year6,Lakelse,Lake sockeye,2010,0
Year6,Morice/Atna,Lake sockeye,1996,40
Year6,Nilkitkwa,Lake sockeye,1989,2
Year6,Nilkitkwa,Lake sockeye,1990,2
Year6,Nilkitkwa,Lake sockeye,1991,1
Year6,Nilkitkwa,Lake sockeye,1992,0
Year6,Nilkitkwa,Lake sockeye,1993,0
Year6,Nilkitkwa,Lake sockeye,1994,0
Year6,Nilkitkwa,Lake sockeye,1995,1
Year6,Nilkitkwa,Lake sockeye,1996,0
Year6,Nilkitkwa,Lake sockeye,1997,0
Year6,Nilkitkwa,Lake sockeye,1998,2
Year6,Nilkitkwa,Lake sockeye,1999,1
Year6,Nilkitkwa,Lake sockeye,2000,0
Year6,Nilkitkwa,Lake sockeye,2001,2
Year6,Nilkitkwa,Lake sockeye,2002,1
Year6,Nilkitkwa,Lake sockeye,2003,5
Year6,Nilkitkwa,Lake sockeye,2004,1
Year6,Nilkitkwa,Lake sockeye,2005,6
Year6,Nilkitkwa,Lake sockeye,2006,0
Year6,Nilkitkwa,Lake sockeye,2008,1
Year6,Nilkitkwa,Lake sockeye,2009,4
Year6,Nilkitkwa,Lake sockeye,2010,0
Year6,Slamgeesh,Lake sockeye,2001,1
Year6,Slamgeesh,Lake sockeye,2002,2
Year6,Slamgeesh,Lake sockeye,2003,0
Year6,Slamgeesh,Lake sockeye,2004,0
Year6,Slamgeesh,Lake sockeye,2005,0
Year6,Slamgeesh,Lake sockeye,2006,0
Year6,Slamgeesh,Lake sockeye,2007,1
Year6,Sustut,Lake sockeye,1997,5
Year6,Sustut,Lake sockeye,1999,3
Year6,Swan/Club,Lake sockeye,1996,0
Year6,Tahlo/Morrison,Lake sockeye,1989,2
Year6,Tahlo/Morrison,Lake sockeye,1990,2
Year6,Tahlo/Morrison,Lake sockeye,1991,1
Year6,Tahlo/Morrison,Lake sockeye,1992,0
Year6,Tahlo/Morrison,Lake sockeye,1993,0
Year6,Tahlo/Morrison,Lake sockeye,1994,0
Year6,Tahlo/Morrison,Lake sockeye,1995,1
Year6,Tahlo/Morrison,Lake sockeye,1996,0
Year6,Tahlo/Morrison,Lake sockeye,1997,0
Year6,Tahlo/Morrison,Lake sockeye,1998,2
Year6,Tahlo/Morrison,Lake sockeye,1999,1
Year6,Tahlo/Morrison,Lake sockeye,2000,0
Year6,Tahlo/Morrison,Lake sockeye,2001,2
Year6,Tahlo/Morrison,Lake sockeye,2002,1
Year6,Tahlo/Morrison,Lake sockeye,2003,5
Year6,Tahlo/Morrison,Lake sockeye,2004,1
Year6,Tahlo/Morrison,Lake sockeye,2005,6
Year6,Tahlo/Morrison,Lake sockeye,2006,0
Year6,Tahlo/Morrison,Lake sockeye,2008,1
Year6,Tahlo/Morrison,Lake sockeye,2009,4
Year6,Tahlo/Morrison,Lake sockeye,2010,0
Year7,Kalum-Early,Chinook,1992,1
Year7,Kalum-Early,Chinook,1993,0
Year7,Kalum-Early,Chinook,1994,0
Year7,Kalum-Early,Chinook,1995,0
Year7,Kalum-Early,Chinook,1996,0
Year7,Kalum-Early,Chinook,1997,0
Year7,Kalum-Late,Chinook,1989,9
Year7,Kalum-Late,Chinook,1990,4
Year7,Kalum-Late,Chinook,1991,38
Year7,Kalum-Late,Chinook,1992,2
Year7,Kalum-Late,Chinook,1993,1
Year7,Kalum-Late,Chinook,1994,7
Year7,Kalum-Late,Chinook,1995,2
Year7,Kalum-Late,Chinook,1996,0
Year7,Kalum-Late,Chinook,1997,3
Year7,Kalum-Late,Chinook,1998,4
Year7,Kalum-Late,Chinook,1999,1
Year7,Kalum-Late,Chinook,2000,7
Year7,Kalum-Late,Chinook,2001,0
Year7,Kalum-Late,Chinook,2002,3
Year7,Kalum-Late,Chinook,2003,6
Year7,Kalum-Late,Chinook,2004,2
Year7,Kalum-Late,Chinook,2005,1
Year7,Kalum-Late,Chinook,2006,1
Year7,Kalum-Late,Chinook,2007,1
Year7,Kalum-Late,Chinook,2008,3
Year7,Kalum-Late,Chinook,2009,3
Year7,Kalum-Late,Chinook,2010,3
Year7,Lower Skeena,Chinook,2008,1
Year7,Middle Skeena-Large Lakes,Chinook,1990,0
Year7,Middle Skeena-Large Lakes,Chinook,1991,0
Year7,Middle Skeena-Large Lakes,Chinook,1992,0
Year7,Middle Skeena-Large Lakes,Chinook,1993,1
Year7,Middle Skeena-Large Lakes,Chinook,1994,0
Year7,Middle Skeena-Large Lakes,Chinook,1995,0
Year7,Middle Skeena-Large Lakes,Chinook,1996,0
Year7,Middle Skeena-Large Lakes,Chinook,1997,1
Year7,Middle Skeena-Large Lakes,Chinook,1998,0
Year7,Middle Skeena-Large Lakes,Chinook,1999,0
Year7,Middle Skeena-Large Lakes,Chinook,2000,1
Year7,Middle Skeena-Large Lakes,Chinook,2001,0
Year7,Middle Skeena-Large Lakes,Chinook,2003,0
Year7,Middle Skeena-Large Lakes,Chinook,2004,0
Year7,Middle Skeena-Large Lakes,Chinook,2005,0
Year7,Middle Skeena-Large Lakes,Chinook,2006,0
Year7,Middle Skeena-Large Lakes,Chinook,2008,0
Year7,Middle Skeena-Large Lakes,Chinook,2010,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,1989,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,1990,1
Year7,Middle Skeena-Mainstem Tributaries,Chinook,1991,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,1996,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,2005,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,2006,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,2009,0
Year7,Middle Skeena-Mainstem Tributaries,Chinook,2010,0
Year7,Upper Bulkley River,Chinook,1989,0
Year7,Upper Bulkley River,Chinook,1990,0
Year7,Upper Bulkley River,Chinook,1991,0
Year7,Upper Bulkley River,Chinook,1992,0
Year7,Upper Bulkley River,Chinook,1993,0
Year7,Upper Bulkley River,Chinook,1994,0
Year7,Upper Bulkley River,Chinook,1995,0
Year7,Upper Bulkley River,Chinook,1996,0
Year7,Upper Bulkley River,Chinook,1998,0
Year7,Upper Bulkley River,Chinook,1999,0
Year7,Upper Bulkley River,Chinook,2000,0
Year7,Upper Bulkley River,Chinook,2002,0
Year7,Upper Bulkley River,Chinook,2006,0
Year7,Upper Skeena,Chinook,1997,0
Year7,Upper Skeena,Chinook,1998,0
Year7,Upper Skeena,Chinook,1999,0
Year7,Upper Skeena,Chinook,2003,0
Year7,Upper Skeena,Chinook,2007,0
Year7,Upper Skeena,Chinook,2008,0
Year7,Upper Skeena,Chinook,2009,0
Year7,Upper Skeena,Chinook,2010,0
Year7,Lower Skeena,Chum,2000,0
Year7,Lower Skeena,Chum,2009,0
Year7,Middle Skeena,Chum,2004,0
Year7,Middle Skeena,Chum,2005,0
Year7,Middle Skeena,Chum,2006,0
Year7,Middle Skeena,Chum,2007,0
Year7,Middle Skeena,Chum,2009,0
Year7,Middle Skeena,Chum,2010,0
Year7,Lower Skeena,Coho,1996,0
Year7,Middle Skeena,Coho,1989,0
Year7,Middle Skeena,Coho,1990,0
Year7,Middle Skeena,Coho,1991,0
Year7,Middle Skeena,Coho,1992,0
Year7,Middle Skeena,Coho,1993,0
Year7,Middle Skeena,Coho,1994,0
Year7,Middle Skeena,Coho,1995,0
Year7,Middle Skeena,Coho,1996,0
Year7,Middle Skeena,Coho,1997,0
Year7,Middle Skeena,Coho,1998,0
Year7,Middle Skeena,Coho,1999,0
Year7,Middle Skeena,Coho,2000,0
Year7,Middle Skeena,Coho,2001,0
Year7,Middle Skeena,Coho,2002,0
Year7,Middle Skeena,Coho,2003,0
Year7,Middle Skeena,Coho,2004,0
Year7,Middle Skeena,Coho,2005,0
Year7,Middle Skeena,Coho,2006,0
Year7,Middle Skeena,Coho,2007,0
Year7,Middle Skeena,Coho,2008,0
Year7,Middle Skeena,Coho,2009,0
Year7,Middle Skeena,Coho,2010,0
Year7,Upper Skeena,Coho,1997,0
Year7,Upper Skeena,Coho,1998,0
Year7,Upper Skeena,Coho,1999,0
Year7,Upper Skeena,Coho,2002,0
Year7,Upper Skeena,Coho,2003,0
Year7,Upper Skeena,Coho,2004,0
Year7,Upper Skeena,Coho,2005,0
Year7,Upper Skeena,Coho,2006,0
Year7,Upper Skeena,Coho,2007,0
Year7,Alastair,Lake sockeye,1989,0
Year7,Alastair,Lake sockeye,1998,0
Year7,Babine-SL,Lake sockeye,1989,0
Year7,Babine-SL,Lake sockeye,1990,0
Year7,Babine-SL,Lake sockeye,1991,0
Year7,Babine-SL,Lake sockeye,1992,0
Year7,Babine-SL,Lake sockeye,1993,0
Year7,Babine-SL,Lake sockeye,1994,0
Year7,Babine-SL,Lake sockeye,1995,0
Year7,Babine-SL,Lake sockeye,1996,0
Year7,Babine-SL,Lake sockeye,1997,0
Year7,Babine-SL,Lake sockeye,1998,0
Year7,Babine-SL,Lake sockeye,1999,0
Year7,Babine-SL,Lake sockeye,2000,0
Year7,Babine-SL,Lake sockeye,2001,0
Year7,Babine-SL,Lake sockeye,2002,0
Year7,Babine-SL,Lake sockeye,2003,0
Year7,Babine-SL,Lake sockeye,2004,0
Year7,Babine-SL,Lake sockeye,2005,0
Year7,Babine-SL,Lake sockeye,2006,0
Year7,Babine-SL,Lake sockeye,2008,0
Year7,Babine-SL,Lake sockeye,2009,0
Year7,Babine-SL,Lake sockeye,2010,0
Year7,Babine (enhanced),Lake sockeye,1989,0
Year7,Babine (enhanced),Lake sockeye,1990,0
Year7,Babine (enhanced),Lake sockeye,1991,0
Year7,Babine (enhanced),Lake sockeye,1992,0
Year7,Babine (enhanced),Lake sockeye,1993,0
Year7,Babine (enhanced),Lake sockeye,1994,0
Year7,Babine (enhanced),Lake sockeye,1995,0
Year7,Babine (enhanced),Lake sockeye,1996,0
Year7,Babine (enhanced),Lake sockeye,1997,0
Year7,Babine (enhanced),Lake sockeye,1998,0
Year7,Babine (enhanced),Lake sockeye,1999,0
Year7,Babine (enhanced),Lake sockeye,2000,0
Year7,Babine (enhanced),Lake sockeye,2001,0
Year7,Babine (enhanced),Lake sockeye,2002,0
Year7,Babine (enhanced),Lake sockeye,2003,0
Year7,Babine (enhanced),Lake sockeye,2004,0
Year7,Babine (enhanced),Lake sockeye,2005,0
Year7,Babine (enhanced),Lake sockeye,2006,0
Year7,Babine (enhanced),Lake sockeye,2008,0
Year7,Babine (enhanced),Lake sockeye,2009,0
Year7,Babine (enhanced),Lake sockeye,2010,0
Year7,Babine/Onerka,Lake sockeye,1989,0
Year7,Babine/Onerka,Lake sockeye,1990,0
Year7,Babine/Onerka,Lake sockeye,1991,0
Year7,Babine/Onerka,Lake sockeye,1992,0
Year7,Babine/Onerka,Lake sockeye,1993,0
Year7,Babine/Onerka,Lake sockeye,1994,0
Year7,Babine/Onerka,Lake sockeye,1995,0
Year7,Babine/Onerka,Lake sockeye,1996,0
Year7,Babine/Onerka,Lake sockeye,1997,0
Year7,Babine/Onerka,Lake sockeye,1998,0
Year7,Babine/Onerka,Lake sockeye,2008,0
Year7,Bear,Lake sockeye,1996,0
Year7,Damshilgwit,Lake sockeye,2004,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2002,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2003,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2004,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2005,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2006,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2007,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2008,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2009,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2010,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2011,0
Year7,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2012,0
Year7,Lakelse,Lake sockeye,2010,0
Year7,Morice/Atna,Lake sockeye,1996,0
Year7,Nilkitkwa,Lake sockeye,1989,0
Year7,Nilkitkwa,Lake sockeye,1990,0
Year7,Nilkitkwa,Lake sockeye,1991,0
Year7,Nilkitkwa,Lake sockeye,1992,0
Year7,Nilkitkwa,Lake sockeye,1993,0
Year7,Nilkitkwa,Lake sockeye,1994,0
Year7,Nilkitkwa,Lake sockeye,1995,0
Year7,Nilkitkwa,Lake sockeye,1996,0
Year7,Nilkitkwa,Lake sockeye,1997,0
Year7,Nilkitkwa,Lake sockeye,1998,0
Year7,Nilkitkwa,Lake sockeye,1999,0
Year7,Nilkitkwa,Lake sockeye,2000,0
Year7,Nilkitkwa,Lake sockeye,2001,0
Year7,Nilkitkwa,Lake sockeye,2002,0
Year7,Nilkitkwa,Lake sockeye,2003,0
Year7,Nilkitkwa,Lake sockeye,2004,0
Year7,Nilkitkwa,Lake sockeye,2005,0
Year7,Nilkitkwa,Lake sockeye,2006,0
Year7,Nilkitkwa,Lake sockeye,2008,0
Year7,Nilkitkwa,Lake sockeye,2009,0
Year7,Nilkitkwa,Lake sockeye,2010,0
Year7,Slamgeesh,Lake sockeye,2001,0
Year7,Slamgeesh,Lake sockeye,2002,0
Year7,Slamgeesh,Lake sockeye,2003,0
Year7,Slamgeesh,Lake sockeye,2004,0
Year7,Slamgeesh,Lake sockeye,2005,0
Year7,Slamgeesh,Lake sockeye,2006,0
Year7,Slamgeesh,Lake sockeye,2007,0
Year7,Sustut,Lake sockeye,1997,0
Year7,Sustut,Lake sockeye,1999,0
Year7,Swan/Club,Lake sockeye,1996,0
Year7,Tahlo/Morrison,Lake sockeye,1989,0
Year7,Tahlo/Morrison,Lake sockeye,1990,0
Year7,Tahlo/Morrison,Lake sockeye,1991,0
Year7,Tahlo/Morrison,Lake sockeye,1992,0
Year7,Tahlo/Morrison,Lake sockeye,1993,0
Year7,Tahlo/Morrison,Lake sockeye,1994,0
Year7,Tahlo/Morrison,Lake sockeye,1995,0
Year7,Tahlo/Morrison,Lake sockeye,1996,0
Year7,Tahlo/Morrison,Lake sockeye,1997,0
Year7,Tahlo/Morrison,Lake sockeye,1998,0
Year7,Tahlo/Morrison,Lake sockeye,1999,0
